,Unnamed: 0,Rule,Conf_yes,Numrowstrue,Outof,numconditions
1476699,1476699,FIT101=LT && AIT202=LT && AIT402=LT && AIT201=LT,0.9234629861982434,736,797,4
1476858,1476858,FIT101=LT && AIT202=LT && AIT501=GT && AIT201=LT,0.9234629861982434,736,797,4
1476903,1476903,FIT101=LT && AIT202=LT && AIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1477068,1477068,FIT101=LT && AIT202=LT && FIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1477106,1477106,FIT101=LT && AIT202=LT && PIT501=LT && AIT201=LT,0.9234629861982434,736,797,4
1477119,1477119,FIT101=LT && AIT202=LT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1477128,1477128,FIT101=LT && AIT202=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1505801,1505801,LIT101=GT && AIT202=LT && FIT201=LT && AIT201=LT,0.9234629861982434,736,797,4
1505838,1505838,LIT101=GT && AIT202=LT && DPIT301=LT && AIT201=LT,0.9234629861982434,736,797,4
1506069,1506069,LIT101=GT && AIT202=LT && AIT402=LT && AIT201=LT,0.9234629861982434,736,797,4
1506228,1506228,LIT101=GT && AIT202=LT && AIT501=GT && AIT201=LT,0.9234629861982434,736,797,4
1506273,1506273,LIT101=GT && AIT202=LT && AIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1506438,1506438,LIT101=GT && AIT202=LT && FIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1506476,1506476,LIT101=GT && AIT202=LT && PIT501=LT && AIT201=LT,0.9234629861982434,736,797,4
1506489,1506489,LIT101=GT && AIT202=LT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1506498,1506498,LIT101=GT && AIT202=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1545947,1545947,AIT202=LT && FIT201=LT && DPIT301=LT && AIT201=LT,0.9234629861982434,736,797,4
1546178,1546178,AIT202=LT && FIT201=LT && AIT402=LT && AIT201=LT,0.9234629861982434,736,797,4
1546337,1546337,AIT202=LT && FIT201=LT && AIT501=GT && AIT201=LT,0.9234629861982434,736,797,4
1546382,1546382,AIT202=LT && FIT201=LT && AIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1546547,1546547,AIT202=LT && FIT201=LT && FIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1546585,1546585,AIT202=LT && FIT201=LT && PIT501=LT && AIT201=LT,0.9234629861982434,736,797,4
1546598,1546598,AIT202=LT && FIT201=LT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1546607,1546607,AIT202=LT && FIT201=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1546844,1546844,AIT202=LT && DPIT301=LT && AIT402=LT && AIT201=LT,0.9234629861982434,736,797,4
1547003,1547003,AIT202=LT && DPIT301=LT && AIT501=GT && AIT201=LT,0.9234629861982434,736,797,4
1547048,1547048,AIT202=LT && DPIT301=LT && AIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1547213,1547213,AIT202=LT && DPIT301=LT && FIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1547251,1547251,AIT202=LT && DPIT301=LT && PIT501=LT && AIT201=LT,0.9234629861982434,736,797,4
1547264,1547264,AIT202=LT && DPIT301=LT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1547273,1547273,AIT202=LT && DPIT301=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1550713,1550713,AIT202=LT && AIT402=LT && AIT501=GT && AIT201=LT,0.9234629861982434,736,797,4
1550758,1550758,AIT202=LT && AIT402=LT && AIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1550923,1550923,AIT202=LT && AIT402=LT && FIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1550961,1550961,AIT202=LT && AIT402=LT && PIT501=LT && AIT201=LT,0.9234629861982434,736,797,4
1550974,1550974,AIT202=LT && AIT402=LT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1550983,1550983,AIT202=LT && AIT402=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1552794,1552794,AIT202=LT && AIT501=GT && AIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1552959,1552959,AIT202=LT && AIT501=GT && FIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1552997,1552997,AIT202=LT && AIT501=GT && PIT501=LT && AIT201=LT,0.9234629861982434,736,797,4
1553010,1553010,AIT202=LT && AIT501=GT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1553019,1553019,AIT202=LT && AIT501=GT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1553443,1553443,AIT202=LT && AIT502=LT && FIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1553481,1553481,AIT202=LT && AIT502=LT && PIT501=LT && AIT201=LT,0.9234629861982434,736,797,4
1553494,1553494,AIT202=LT && AIT502=LT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1553503,1553503,AIT202=LT && AIT502=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1554801,1554801,AIT202=LT && FIT503=LT && PIT501=LT && AIT201=LT,0.9234629861982434,736,797,4
1554814,1554814,AIT202=LT && FIT503=LT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1554823,1554823,AIT202=LT && FIT503=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1554978,1554978,AIT202=LT && PIT501=LT && PIT502=LT && AIT201=LT,0.9234629861982434,736,797,4
1554987,1554987,AIT202=LT && PIT501=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1555023,1555023,AIT202=LT && PIT502=LT && PIT503=LT && AIT201=LT,0.9234629861982434,736,797,4
1551653,1551653,AIT202=LT && FIT401=GT && FIT501=GT && AIT201=LT,0.92317880794702,697,755,4
169434,169434,P101=one && P203=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
174910,174910,P101=one && P205=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
182579,182579,P101=one && P401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
187340,187340,P101=one && P601=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
191829,191829,P101=one && MV301=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
208878,208878,P101=one && UV401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
212014,212014,P101=one && MV101=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
218909,218909,P101=one && MV201=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
220134,220134,P101=one && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
223519,223519,P101=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
225544,225544,P101=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
228254,228254,P101=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
229191,229191,P101=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
229228,229228,P101=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
229459,229459,P101=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
229618,229618,P101=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
229663,229663,P101=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
229828,229828,P101=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
229866,229866,P101=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
229879,229879,P101=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
229888,229888,P101=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
318360,318360,P203=one && P205=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
326029,326029,P203=one && P401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
330790,330790,P203=one && P601=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
335279,335279,P203=one && MV301=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
352328,352328,P203=one && UV401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
355464,355464,P203=one && MV101=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
362359,362359,P203=one && MV201=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
363584,363584,P203=one && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
366969,366969,P203=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
368994,368994,P203=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
371704,371704,P203=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
372641,372641,P203=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
372678,372678,P203=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
372909,372909,P203=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
373068,373068,P203=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
373113,373113,P203=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
373278,373278,P203=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
373316,373316,P203=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
373329,373329,P203=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
373338,373338,P203=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
458378,458378,P205=one && P401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
463139,463139,P205=one && P601=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
467628,467628,P205=one && MV301=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
484677,484677,P205=one && UV401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
487813,487813,P205=one && MV101=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
494708,494708,P205=one && MV201=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
495933,495933,P205=one && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
499318,499318,P205=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
501343,501343,P205=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
504053,504053,P205=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
504990,504990,P205=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
505027,505027,P205=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
505258,505258,P205=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
505417,505417,P205=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
505462,505462,P205=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
505627,505627,P205=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
505665,505665,P205=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
505678,505678,P205=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
505687,505687,P205=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
642130,642130,P401=two && P601=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
646619,646619,P401=two && MV301=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
663668,663668,P401=two && UV401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
666804,666804,P401=two && MV101=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
673699,673699,P401=two && MV201=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
674924,674924,P401=two && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
678309,678309,P401=two && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
680334,680334,P401=two && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
683044,683044,P401=two && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
683981,683981,P401=two && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
684018,684018,P401=two && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
684249,684249,P401=two && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
684408,684408,P401=two && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
684453,684453,P401=two && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
684618,684618,P401=two && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
684656,684656,P401=two && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
684669,684669,P401=two && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
684678,684678,P401=two && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
753753,753753,P601=one && MV301=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
770802,770802,P601=one && UV401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
773938,773938,P601=one && MV101=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
780833,780833,P601=one && MV201=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
782058,782058,P601=one && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
785443,785443,P601=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
787468,787468,P601=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
790178,790178,P601=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
791115,791115,P601=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
791152,791152,P601=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
791383,791383,P601=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
791542,791542,P601=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
791587,791587,P601=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
791752,791752,P601=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
791790,791790,P601=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
791803,791803,P601=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
791812,791812,P601=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
868823,868823,MV301=one && UV401=two && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
871959,871959,MV301=one && MV101=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
878854,878854,MV301=one && MV201=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
880079,880079,MV301=one && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
883464,883464,MV301=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
885489,885489,MV301=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
888199,888199,MV301=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
889136,889136,MV301=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
889173,889173,MV301=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
889404,889404,MV301=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
889563,889563,MV301=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
889608,889608,MV301=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
889773,889773,MV301=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
889811,889811,MV301=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
889824,889824,MV301=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
889833,889833,MV301=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1214169,1214169,UV401=two && MV101=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1221064,1221064,UV401=two && MV201=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1222289,1222289,UV401=two && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1225674,1225674,UV401=two && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1227699,1227699,UV401=two && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1230409,1230409,UV401=two && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1231346,1231346,UV401=two && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
1231383,1231383,UV401=two && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
1231614,1231614,UV401=two && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1231773,1231773,UV401=two && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1231818,1231818,UV401=two && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1231983,1231983,UV401=two && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1232021,1232021,UV401=two && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1232034,1232034,UV401=two && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1232043,1232043,UV401=two && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1278044,1278044,MV101=one && MV201=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1279269,1279269,MV101=one && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1282654,1282654,MV101=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1284679,1284679,MV101=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1287389,1287389,MV101=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1288326,1288326,MV101=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
1288363,1288363,MV101=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
1288594,1288594,MV101=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1288753,1288753,MV101=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1288798,1288798,MV101=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1288963,1288963,MV101=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1289001,1289001,MV101=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1289014,1289014,MV101=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1289023,1289023,MV101=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1396659,1396659,MV201=one && MV303=one && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1400044,1400044,MV201=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1402069,1402069,MV201=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1404779,1404779,MV201=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1405716,1405716,MV201=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
1405753,1405753,MV201=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
1405984,1405984,MV201=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1406143,1406143,MV201=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1406188,1406188,MV201=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1406353,1406353,MV201=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1406391,1406391,MV201=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1406404,1406404,MV201=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1406413,1406413,MV201=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1419644,1419644,MV303=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1421669,1421669,MV303=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1424379,1424379,MV303=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1425316,1425316,MV303=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
1425353,1425353,MV303=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
1425584,1425584,MV303=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1425743,1425743,MV303=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1425788,1425788,MV303=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1425953,1425953,MV303=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1425991,1425991,MV303=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1426004,1426004,MV303=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1426013,1426013,MV303=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1473604,1473604,FIT101=LT && LIT101=GT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1476314,1476314,FIT101=LT && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1477251,1477251,FIT101=LT && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
1477288,1477288,FIT101=LT && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
1477519,1477519,FIT101=LT && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1477678,1477678,FIT101=LT && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1477723,1477723,FIT101=LT && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1477888,1477888,FIT101=LT && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1477926,1477926,FIT101=LT && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1477939,1477939,FIT101=LT && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1477948,1477948,FIT101=LT && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1505684,1505684,LIT101=GT && AIT202=LT && AIT203=LT && AIT201=LT,0.9231738035264484,733,794,4
1506621,1506621,LIT101=GT && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
1506658,1506658,LIT101=GT && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
1506889,1506889,LIT101=GT && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1507048,1507048,LIT101=GT && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1507093,1507093,LIT101=GT && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1507258,1507258,LIT101=GT && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1507296,1507296,LIT101=GT && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1507309,1507309,LIT101=GT && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1507318,1507318,LIT101=GT && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1543686,1543686,AIT202=LT && AIT203=LT && FIT201=LT && AIT201=LT,0.9231738035264484,733,794,4
1543723,1543723,AIT202=LT && AIT203=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
1543954,1543954,AIT202=LT && AIT203=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1544113,1544113,AIT202=LT && AIT203=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1544158,1544158,AIT202=LT && AIT203=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1544323,1544323,AIT202=LT && AIT203=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1544361,1544361,AIT202=LT && AIT203=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1544374,1544374,AIT202=LT && AIT203=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1544383,1544383,AIT202=LT && AIT203=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1556607,1556607,AIT203=LT && FIT201=LT && DPIT301=LT && AIT201=LT,0.9231738035264484,733,794,4
1556838,1556838,AIT203=LT && FIT201=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1556997,1556997,AIT203=LT && FIT201=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1557042,1557042,AIT203=LT && FIT201=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1557207,1557207,AIT203=LT && FIT201=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1557245,1557245,AIT203=LT && FIT201=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1557258,1557258,AIT203=LT && FIT201=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1557267,1557267,AIT203=LT && FIT201=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1557504,1557504,AIT203=LT && DPIT301=LT && AIT402=LT && AIT201=LT,0.9231738035264484,733,794,4
1557663,1557663,AIT203=LT && DPIT301=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1557708,1557708,AIT203=LT && DPIT301=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1557873,1557873,AIT203=LT && DPIT301=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1557911,1557911,AIT203=LT && DPIT301=LT && PIT501=LT && AIT201=LT,0.9231738035264484,733,794,4
1557924,1557924,AIT203=LT && DPIT301=LT && PIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1557933,1557933,AIT203=LT && DPIT301=LT && PIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
1561373,1561373,AIT203=LT && AIT402=LT && AIT501=GT && AIT201=LT,0.9231738035264484,733,794,4
1561418,1561418,AIT203=LT && AIT402=LT && AIT502=LT && AIT201=LT,0.9231738035264484,733,794,4
1561583,1561583,AIT203=LT && AIT402=LT && FIT503=LT && AIT201=LT,0.9231738035264484,733,794,4
